Identifiant_de_l_etablissement;Type_etablissement;Statut_public_prive;Type_contrat_prive;Nom_etablissement;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Libelle_departement;Code_academie;Libelle_academie;Code_region;Libelle_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Lycee_des_metiers;Apprentissage;Segpa;Post_BAC;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Nombre_d_eleves;GRETA;SIREN_SIRET;Fiche_onisep;Appartenance_Education_Prioritaire;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;position;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature
0595979D;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Sainte Jeanne d'Arc;26 rue des R�collets ;;59122 HONDSCHOOTE;59122;59309;Hondschoote;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328683249;;;ce.0595979d@ac-lille.fr;1;0;0;;;;;;;;;;;;;190;;78365173000039;;;671024.4;7098121.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Bergues;50.97830831493743;2.5883098313130826;50.97830831493743,2.5883098313130826;Num�ro de rue;1992-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0595980E;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Sainte Marie;15 rue de Campagne ;;59173 RENESCURE;59173;59497;Renescure;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328498160;;;ce.0595980e@ac-lille.fr;1;0;0;;;;;;;;;;;;;69;;78378090100022;;;655191.5;7070172.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Hazebrouck;50.72663221480236;2.366546943085212;50.72663221480236,2.366546943085212;Num�ro de rue;1992-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0595981F;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Immacul�e-Conception;4 boulevard Hentg�s ;BP 415;59113 SECLIN;59113;59560;Seclin;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320900244;;;ce.0595981f@ac-lille.fr;1;0;1;;;;;;;;;;;;;563;;78382470900027;;;702291.8;7050633.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-S�clin;50.55289079006964;3.032286681387145;50.55289079006964,3.032286681387145;Num�ro de rue;1992-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0595982G;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Enfant-J�sus;Contour Saint Maclou ;;59150 WATTRELOS;59150;59650;Wattrelos;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320757389;;;ce.0595982g@ac-lille.fr;1;0;0;;;;;;;;;;;;;542;;78388348100039;;;715094.4;7067236.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wattrelos;50.701714980178885;3.2132798870101937;50.701714980178885,3.2132798870101937;Num�ro de rue;1992-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596017V;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Blaise;488 rue du Clinquet ;;59200 TOURCOING;59200;59599;Tourcoing;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320946622;;;ce.0596017v@ac-lille.fr;0;0;0;;;;;;;;;;;;;282;;78385133000028;;;709243.0;7070029.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Tourcoing-Est;50.726894090699986;3.1306666607682128;50.726894090699986,3.1306666607682128;Num�ro de rue;1993-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596018W;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Marie-Immacul�e;145 rue de Famars ;;59300 VALENCIENNES;59300;59606;Valenciennes;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327462629;;;ce.0596018w@ac-lille.fr;0;0;1;;;;;;;;;;;;;245;;50909035300012;;;737275.4;7028580.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Valenciennes-Centre;50.3538328610963;3.5230670268826287;50.3538328610963,3.5230670268826287;Num�ro de rue;1993-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596115B;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Joseph;50 rue de la Paix ;;59140 DUNKERQUE;59140;59183;Dunkerque;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328658444;;;ce.0596115b@ac-lille.fr;1;0;0;;;;;;;;;;;;;134;;95051700300014;;;656278.7;7103611.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Centre;51.02667990763497;2.3781934507174736;51.02667990763497,2.3781934507174736;Num�ro de rue;1994-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596116C;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Vincent de Paul;28 rue de Fontenoy ;;59000 LILLE;59000;59350;Lille;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320520822;;;ce.0596116c@ac-lille.fr;0;0;0;;;;;;;;;;;;;161;;78370727600011;;;704828.8;7058262.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille 1 Nord;50.621351056596914;3.0681204329900034;50.621351056596914,3.0681204329900034;Num�ro de rue;1994-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596117D;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Fran�ois d'Assise Sainte Famille;36 rue Saint Louis ;;59100 ROUBAIX;59100;59512;Roubaix;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320734992;;;ce.0596117d@ac-lille.fr;1;0;0;;;;;;;;;;;;;413;;78380473500232;;;713007.4;7066845.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Est;50.698254380454415;3.1837783880123585;50.698254380454415,3.1837783880123585;Num�ro de rue;1994-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596118E;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Joseph;5 rue Abb� Bonpain ;;59117 WERVICQ SUD;59117;59656;Wervicq-Sud;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320391715;;;ce.0596118e@ac-lille.fr;0;0;0;;;;;;;;;;;;;247;;78388677300010;;;703119.8;7075125.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Lomme;50.77267802295997;3.0441443714960528;50.77267802295997,3.0441443714960528;Num�ro de rue;1994-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596214J;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Sainte Colombe;24 bis rue Denis Papin ;;59280 ARMENTIERES;59280;59017;Armenti�res;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320772841;;;ce.0596214j@ac-lille.fr;0;0;0;;;;;;;;;;;;;449;;78350456600010;;;690945.6;7065463.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Armenti�res;50.6859230475863;2.872104093853849;50.6859230475863,2.872104093853849;Num�ro de rue;1995-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596215K;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Louis-Sacr�-Coeur;45 place du G�n�ral de Gaulle ;;59850 NIEPPE;59850;59431;Nieppe;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320486023;;;ce.0596215k@ac-lille.fr;0;0;0;;;;;;;;;;;;;179;;31735681400036;;;688655.1;7067456.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Armenti�res;50.70377229212144;2.8396930661610242;50.70377229212144,2.8396930661610242;Num�ro de rue;1995-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596304G;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Christophe;2 rue Albert de Mun ;;59240 DUNKERQUE;59240;59183;Dunkerque;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328631441;;;ce.0596304g@ac-lille.fr;0;0;0;;;;;;;;;;;;;315;;78360273300017;;;658207.7;7105433.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Centre;51.04315546904377;2.4054315929504795;51.04315546904377,2.4054315929504795;Num�ro de rue;1996-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596305H;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e SAINT AUGUSTIN;154 rue de Blanchemaille ;;59100 ROUBAIX;59100;59512;Roubaix;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320248732;;;ce.0596305h@ac-lille.fr;0;0;0;;;;;;;;;;;;;281;;78380473500141;;;712061.7;7066816.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix Ouest;50.698015877022165;3.170415990920769;50.698015877022165,3.170415990920769;Num�ro de rue;1996-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596306J;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Sainte Marie;22 rue Bonne Nouvelle ;;59200 TOURCOING;59200;59599;Tourcoing;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320013464;;;sainte.marie.tourcoing@gmail.com;0;0;0;;;;;;;;;;;;;392;;78384450900019;;;712694.5;7070371.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Tourcoing-Est;50.72990561995861;3.1794707639738924;50.72990561995861,3.1794707639738924;Num�ro de rue;1996-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596336S;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Sainte Marie;30 rue de Warneton ;;59890 QUESNOY SUR DEULE;59890;59482;Quesnoy-sur-De�le;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320789311;;;ce.0596336s@ac-lille.fr;1;0;0;;;;;;;;;;;;;385;;78377618000011;;;699961.8;7068620.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Lomme;50.71432319578467;2.9994601089969963;50.71432319578467,2.9994601089969963;Num�ro de rue;1996-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596418F;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint G�rard-Sainte Constance;111 rue de Boeschoepe ;;59270 GODEWAERSVELDE;59270;59262;Godewaersvelde;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328425303;;;ce.0596418f@ac-lille.fr;1;0;0;;;;;;;;;;;;;105;;21590262800043;;;674897.7;7077679.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Hazebrouck;50.79509148671684;2.644648627476754;50.79509148671684,2.644648627476754;Num�ro de rue;1999-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596419G;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e La Salle;195 rue des Stations ;;59000 LILLE;59000;59350;Lille;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320930908;;;ce.0596419g@ac-lille.fr;0;0;0;;;;;;;;;;;;;338;;77562426500051;;;702872.8;7058643.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Sud;50.62478507478894;3.0405296850777144;50.62478507478894,3.0405296850777144;Num�ro de rue;1999-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596420H;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Joseph;9 place Jean Jaur�s ;;59730 SOLESMES;59730;59571;Solesmes;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327373218;;;ce.0596420h@ac-lille.fr;1;0;0;;;;;;;;;;;;;330;;78382906200018;;;735561.8;7009724.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Cambrai-Le Cateau;50.18462702711563;3.4973549889187834;50.18462702711563,3.4973549889187834;Num�ro de rue;1999-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596459A;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Fran�ois;3 rue de la Latte ;;59223 RONCQ;59223;59508;Roncq;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320466806;;;ce.0596459a@ac-lille.fr;1;0;0;;;;;;;;;;;;;311;;78378555300018;;;708871.1;7072963.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Tourcoing-Roncq;50.753228480098166;3.125475101394739;50.753228480098166,3.125475101394739;Num�ro de rue;2000-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596461C;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Sauveur et Saint Eubert;1  RUE CHARLES DEBIERRE ;;59800 LILLE;59800;59350;Lille;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320526083;;;ce.0596461c@ac-lille.fr;1;0;0;;;;;;;;;;;;;306;;78370709400018;;;705178.3;7059453.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Centre;50.63203132746143;3.0730664058566517;50.63203132746143,3.0730664058566517;Num�ro de rue;2000-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596491K;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Amand-Sainte Marie;5 rue de Saint-Amand ;;59270 BAILLEUL;59270;59043;Bailleul;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328491526;;;ce.0596491k@ac-lille.fr;1;0;1;;;;;;;;;;;;;388;;52882576300014;;;681049.5;7070954.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Bailleul;50.734972409323504;2.732056544438168;50.734972409323504,2.732056544438168;Num�ro de rue;2001-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596492L;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Martin;15 rue Delattre ;;59242 TEMPLEUVE EN PEVELE;59242;59586;Templeuve-en-P�v�le;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320593094;;;ce.0596492l@ac-lille.fr;1;0;0;;;;;;;;;;;;;192;;78383543200031;;;712088.2;7047585.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-Wattignies;50.52542789555182;3.170204734771917;50.52542789555182,3.170204734771917;Num�ro de rue;2001-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596493M;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Eloi;225 boulevard Descat ;;59200 TOURCOING;59200;59599;Tourcoing;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320269395;;;ce.0596493m@ac-lille.fr;1;0;0;;;;;;;;;;;;;265;;78385128000025;;;710855.1;7066683.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Tourcoing-Ouest;50.69684192128583;3.1533647038135197;50.69684192128583,3.1533647038135197;Num�ro de rue;2001-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596494N;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Fran�ois;12 rue Saint Fiacre ;;59400 CAMBRAI;59400;59122;Cambrai;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327812705;;;ce.0596494n@ac-lille.fr;1;0;0;;;;;;;;;;;;;255;;78354354900027;;;716403.6;7008340.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Cambrai-Centre;50.17299050398249;3.2293612192073224;50.17299050398249,3.2293612192073224;Num�ro de rue;2001-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596528A;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Pierre d'Ascq;1 rue DE L'ABBE COUSIN ;;59650 VILLENEUVE D ASCQ;59650;59009;Villeneuve-d'Ascq;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320842648;;;ce.0596528a@ac-lille.fr;0;0;0;;;;;;;;;;;;;301;;78349615100011;;;711472.8;7057934.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-Villeneuve d'Ascq Sud;50.618322410565106;3.1618384353652678;50.618322410565106,3.1618384353652678;Num�ro de rue;2002-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596616W;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Christophe;28 rue Bouret ;;59700 MARCQ EN BAROEUL;59700;59378;Marcq-en-Baroeul;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320986426;;;ce.0596616w@ac-lille.fr;1;0;0;;;;;;;;;;;;;635;;78373705900015;;;707420.3;7062648.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Marcq en Baroeul;50.6606853913084;3.1047610713081486;50.6606853913084,3.1047610713081486;Num�ro de rue;2003-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596617X;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Matthieu;1 RUE JEAN-BAPTISTE COROT ;;59200 TOURCOING;59200;59599;Tourcoing;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320942950;;;ce.0596617x@ac-lille.fr;1;0;0;;;;;;;;;;;;;258;;78381525600025;;;710075.3;7070561.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Tourcoing-Est;50.73165749000764;3.142446289551966;50.73165749000764,3.142446289551966;Num�ro de rue;2003-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0596726R;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Saint Jean-Baptiste;25 rue LA ROCHE FOUCAULD ;;59100 ROUBAIX;59100;59512;Roubaix;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320758289;;;ce.0596726r@ac-lille.fr;1;0;1;;;;;;;;;;;;;398;;38961647500023;;;712777.1;7064739.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Est;50.67936542203493;3.1804565622365506;50.67936542203493,3.1804565622365506;Num�ro de rue;2005-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0597056Z;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole �l�mentaire priv�e Notre Dame de la Renaissance;379 rue Wilson ;;59490 SOMAIN;59490;59574;Somain;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0366870030;;;ce.0597056z@ac-lille.fr;0;0;1;;;;;;;;;;;;;551;;;;;720026.7;7027177.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Rieulay;50.342025374915785;3.2809575279363985;50.342025374915785,3.2809575279363985;Rue;2017-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0600131S;Ecole;Public;SANS OBJET;ecole primaire;5 rue du R�veillon ;;60240 CHAMBORS;60240;60140;Chambors;60;Oise;20;Amiens;32;Hauts-de-France;1;1;;;;0344493064;;;ce.0600131S@ac-amiens.fr;0;0;0;;;;;;;;;;;;;29;;21600139600029;;;613753.8;6907356.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Auneuil;49.26003715654903;1.81534473459893;49.26003715654903,1.81534473459893;Num�ro de rue;1967-01-17;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;060056;151;ECOLE DE NIVEAU ELEMENTAIRE
0601309X;Ecole;Public;SANS OBJET;Ecole �l�mentaire jean-fran�ois lanfranchi;45 rue des Vignes ;;60000 BEAUVAIS;60000;60057;Beauvais;60;Oise;20;Amiens;32;Hauts-de-France;0;1;;;;0344056088;;;ce.0601309X@ac-amiens.fr;1;0;1;;;;;;;;;;;;;235;;21600056200571;;REP+;634723.7;6926428.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Beauvais Nord;49.43395260476261;2.1003683463684277;49.43395260476261,2.1003683463684277;Num�ro de rue;1970-06-02;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0601313B;Ecole;Public;SANS OBJET;Ecole maternelle jean-fran�ois lanfranchi;47 rue des Vignes Zup ;;60000 BEAUVAIS;60000;60057;Beauvais;60;Oise;20;Amiens;32;Hauts-de-France;1;0;;;;0344056564;;;ce.0601313B@ac-amiens.fr;1;0;0;;;;;;;;;;;;;124;;21600056200563;;REP+;634678.9;6926444.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Beauvais Nord;49.43408822022373;2.099748519501189;49.43408822022373,2.099748519501189;Num�ro de rue;1970-06-02;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0601440P;Ecole;Public;SANS OBJET;Ecole maternelle albert camus;37 rue des Vignes ;;60000 BEAUVAIS;60000;60057;Beauvais;60;Oise;20;Amiens;32;Hauts-de-France;1;0;;;;0344057555;;;ce.0601440P@ac-amiens.fr;1;0;0;;;;;;;;;;;;;140;;21600056200555;;REP+;634836.3;6926390.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Beauvais Nord;49.433624398448394;2.10192597954009;49.433624398448394,2.10192597954009;Num�ro de rue;1972-10-24;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0601481J;Ecole;Public;SANS OBJET;Ecole �l�mentaire albert camus;39 rue des Vignes Zup ;;60000 BEAUVAIS;60000;60057;Beauvais;60;Oise;20;Amiens;32;Hauts-de-France;0;1;;;;0344057501;;;ce.0601481J@ac-amiens.fr;1;0;1;;;;;;;;;;;;;150;;21600056200589;;REP+;634793.7;6926414.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Beauvais Nord;49.43383124803414;2.101335239117894;49.43383124803414,2.101335239117894;Num�ro de rue;1974-05-15;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0622511T;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Jean Bosco;19 place du Mar�chal Foch ;;62340 GUINES;62340;62397;Gu�nes;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321851131;;;ce.0622511t@ac-lille.fr;1;0;1;;;;;;;;;;;;;208;;78400558900014;;;620169.2;7086513.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Calais 1;50.86972192368969;1.868182194428812;50.86972192368969,1.868182194428812;Num�ro de rue;1968-11-21;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0622582V;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Sacr�-Coeur;958 rue de la Lys ;;62840 SAILLY SUR LA LYS;62840;62736;Sailly-sur-la-Lys;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321276323;;;ce.0622582v@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31527001700025;;;683619.2;7062255.6;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 4;50.65698845198169;2.7687498195215174;50.65698845198169,2.7687498195215174;Num�ro de rue;1971-02-16;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0622583W;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Notre-Dame - Sainte Marie;15 rue d'Arras ;;62500 ST OMER;62500;62765;Saint-Omer;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321382186;;;ce.0622583w@ac-lille.fr;1;0;0;;;;;;;;;;;;;355;;78407861000010;;;647481.4;7072483.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Omer 2;50.746765810409585;2.257248710076957;50.746765810409585,2.257248710076957;Num�ro de rue;1971-02-17;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
